NAME,Tipo de Pesticida,No.
S(SC(=S)N(C)C)C(=S)N(C)C,Fungicida,644
ClC(Cl)(SN(S(=O)(=O)N(C)C)c1ccc(cc1)C)F,Fungicida,645
Clc1ccc(O[C@@H](n2ncnc2)C(=O)C(C)(C)C)cc1,Fungicida,646
Clc1ccc(O[C@H](n2ncnc2)[C@H](O)C(C)(C)C)cc1,Fungicida,647
FC(F)(F)c1cc(ccc1)/C(=N/OCc1ccccc1/C(=N/OC)/C(OC)=O)/C,Fungicida,648
Clc1cc(C(F)(F)F)c(\N=C(\n2ccnc2)/COCCC)cc1,Fungicida,649
ClC(Cl)(Cl)[C@H]([NH+]1CC[NH+](CC1)[C@H](NC=O)C(Cl)(Cl)Cl)NC=O,Fungicida,650
Clc1ccc(cc1)\C=C\1/CCC(C)(C)[C@@]/1(O)Cn1ncnc1,Fungicida,651
S=C([S-])NCCNC(=S)[S-],Fungicida,652
S=C([S-])N(C)C,Fungicida,653
S1(=O)CCOC(C)=C1C(=O)Nc1ccccc1,Fungicida,654
Clc1cc(Cl)ccc1\N=C(/SCc1ccc(Cl)cc1)\Cn1ncnc1,Fungicida,655
[NH+](=C(\N)/N)/CCCCCCCC[NH2+]CCCCCCCC\[NH+]=C(\N)/N,Fungicida,656
Clc1ccc(cc1)C[C@H]1CC[C@H](C(C)C)[C@]1(O)Cn1ncnc1,Fungicida,657
O(\N=C(\C(=N\OC)\C(=N\OC)\C)/C)Cc1ccccc1/C(=N\OC)/C(=O)NC,Fungicida,658
Clc1cc(Cl)ccc1[C@@]1(O[C@@H](CO1)CC)Cn1ncnc1,Fungicida,659
[Si](C[C@](O)(Cn1ncnc1)c1ccc(F)cc1)(C)(C)C,Fungicida,660
Clc1ccc(cc1)CCC[C@]1(OCC(N1C(=O)n1ccnc1)(C)C)C,Fungicida,661
Clc1n(nc(C)c1C(=O)Nc1c2c(ccc1)C(O[C@@H]2C)(C)C)C,Fungicida,662
Brc1cc(OC(F)(F)F)cc(Br)c1NC(=O)c1sc(nc1C(F)(F)F)C,Fungicida,663
s1ccc(NC(=O)c2cn(nc2C(F)(F)F)C)c1[C@H](CC(C)C)C,Fungicida,664
O(c1ccccc1/C(=N\OC)/C(=O)NC)c1ccccc1,Fungicida,665
Clc1cc(ccc1Cl)-c1cc(F)ccc1NC(=O)c1cn(nc1C(F)F)C,Fungicida,666
Clc1cc(Cl)ccc1C[C@H](n1ncnc1)[C@H](O)C(C)(C)C,Fungicida,667
Clc1cc(cnc1CCNC(=O)c1ccccc1C(F)(F)F)C(F)(F)F,Fungicida,668
FC(F)c1nn(cc1C(=O)Nc1c2[C@H]3CC[C@H](c2ccc1)[C@H]3C(C)C)C,Fungicida,669
o1c(C)c(cc1C)C(=O)N(OC)C1CCCCC1,Fungicida,670
Fc1n(nc(C)c1C(=O)Nc1ccccc1[C@@H](CC(C)C)C)C,Fungicida,671
O(Cc1ccccc1N(OC)C(OC)=O)c1n(nc(-c2ccccc2)c1C)C,Fungicida,672
Clc1ccc(cc1)-c1nn(C)c(OCc2ccccc2/C(=C/OC)/C(OC)=O)c1,Fungicida,673
FC(F)c1nn(cc1C(=O)Nc1ccccc1[C@@H]1C[C@@H]1C1CC1)C,Fungicida,674
S(SC(=S)NN(C)C)C(=S)NN(C)C,Fungicida,675
Fc1c(F)cc(cc1F)-c1ccccc1NC(=O)c1cn(nc1C(F)F)C,Fungicida,676
[NH2+](CCCCCCCCNC(=[NH2+])N)CCCCCCCCNC(=[NH2+])N,Fungicida,677
O1c2c(ccc(OCc3ccccc3/C(=C\OC)/C(OC)=O)c2)C(C)=C(CCCC)C1=O,Fungicida,678
Clc1cc(ccc1OCc1ccccc1/C(=C/OC)/C(OC)=O)C(C)(C)C,Fungicida,679
Clc1cccc(Cl)c1\C=C\C(=N\OCc1ccccc1/C(=N/OC)/C(=O)NC)\C,Fungicida,680
Clc1cc(Cl)c(Cl)nc1OCc1ccccc1N(OC)C(OC)=O,Fungicida,681
Clc1ccc(cc1)[C@@H]1ON(C)[C@@](C1)(C)c1cccnc1,Fungicida,682
ClC(Cl)=C1[C@@H]2c3c([C@@H]1CC2)cccc3NC(=O)c1cn(nc1C(F)F)C,Fungicida,683
O(Cc1ccccc1[C@@H](OC)C(=O)NC)c1cc(ccc1C)C,Fungicida,684
Clc1c(Cl)c(Cl)c2nccnc2c1Cl,Fungicida,685
Oc1c(cccc1C(=O)[O-])-c1ccccc1,Fungicida,686
s1ccc(C)c1C(=O)NC(C(=O)c1ccc(OC(C)C)cc1C)(C)C,Fungicida,687
ClC=1C[C@H](Cl)C(=CC=1)[C@H](n1ncnc1)[C@H]1O[C@H](OCC(F)(F)F)CC1,Fungicida,688
Clc1cc(Cl)ccc1[C@H](n1ncnc1)[C@H]1O[C@H](OCC(F)(F)F)CC1,Fungicida,689
Clc1ccc(cc1)\C=C\C(=N\OCc1ccccc1/C(=C/OC)/C(OC)=O)\C,Fungicida,690
Clc1cc(Cl)ccc1\C=C(/n1ncnc1)\[C@H](O)C(C)(C)C,Fungicida,691
ClC1=C(Cl)C(=O)N(C1=O)c1ccc(F)cc1,Fungicida,692
Clc1cc(Cl)cc(Cl)c1C[C@H](N(OC)C(=O)c1cn(nc1C(F)F)C)C,Fungicida,693
Fc1cc(ccc1F)-c1ccccc1NC(=O)c1nccnc1C(F)(F)F,Fungicida,694
Clc1cc(Cl)ccc1[C@](O)(CCCC)Cn1ncnc1,Fungicida,695
Clc1cc(Cl)ccc1[C@@](O)(CCCC)Cn1ncnc1,Fungicida,696
Fc1ccccc1[C@@H](Cn1ncnc1)c1ccc(F)cc1,Fungicida,697
Fc1ccccc1[C@](O)(Cn1ncnc1)c1ccc(F)cc1,Fungicida,698
